Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,physiotype,library
GO_Biological_Process_2021,negative regulation of protein kinase activity (GO:0006469),1/90,0.5960875287025766,0.7591688603242017,0,0,1.1129241714188922,0.5757910883551692,CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,sodium ion transport (GO:0006814),1/90,0.5960875287025766,0.7591688603242017,0,0,1.1129241714188922,0.5757910883551692,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,modification-dependent protein catabolic process (GO:0019941),2/201,0.599426855548892,0.7591688603242017,0,0,0.9949241155271306,0.5091835781900128,RNF13;RNF149,2,GO_Biological_Process_2021
GO_Biological_Process_2021,sensory perception of sound (GO:0007605),1/91,0.6001448988156681,0.7591688603242017,0,0,1.100502512562814,0.5618991453376235,GRXCR1,2,GO_Biological_Process_2021
GO_Biological_Process_2021,toll-like receptor signaling pathway (GO:0002224),1/91,0.6001448988156681,0.7591688603242017,0,0,1.100502512562814,0.5618991453376235,UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of transport (GO:0051050),1/91,0.6001448988156681,0.7591688603242017,0,0,1.100502512562814,0.5618991453376235,FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cellular component biogenesis (GO:0044089),1/92,0.6041617136020576,0.7591688603242017,0,0,1.0883538571980782,0.5484360698708618,TFRC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of endothelial cell proliferation (GO:0001936),1/92,0.6041617136020576,0.7591688603242017,0,0,1.0883538571980782,0.5484360698708618,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to fibroblast growth factor stimulus (GO:0044344),1/92,0.6041617136020576,0.7591688603242017,0,0,1.0883538571980782,0.5484360698708618,CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,T cell activation (GO:0042110),1/92,0.6041617136020576,0.7591688603242017,0,0,1.0883538571980782,0.5484360698708618,CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of lipid metabolic process (GO:0019216),1/92,0.6041617136020576,0.7591688603242017,0,0,1.0883538571980782,0.5484360698708618,ANGPTL8,2,GO_Biological_Process_2021
GO_Biological_Process_2021,Wnt signaling pathway (GO:0016055),1/92,0.6041617136020576,0.7591688603242017,0,0,1.0883538571980782,0.5484360698708618,VPS29,2,GO_Biological_Process_2021
GO_Biological_Process_2021,translational termination (GO:0006415),1/96,0.6198314260741546,0.7772886028591214,0,0,1.0423168473948692,0.4985482066164667,MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,calcium ion homeostasis (GO:0055074),1/97,0.6236514348962008,0.7805054175159696,0,0,1.0314070351758795,0.4869929254325685,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of defense response (GO:0031349),1/98,0.6274332493027582,0.7833511851545478,0,0,1.0207221675387246,0.4757769643136218,FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of inflammatory response (GO:0050728),2/212,0.6284441179937611,0.7833511851545478,0,0,0.9422799422799424,0.4376967299204192,FPR2;RXFP2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,organic anion transport (GO:0015711),1/99,0.6311772493570809,0.784753945833691,0,0,1.0102553584247769,0.464887747030177,SLCO1A2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401),2/214,0.6335420505971561,0.784753945833691,0,0,0.9332952163140842,0.4259829119553461,TFRC;FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,organic acid transport (GO:0015849),1/100,0.6348838112697764,0.784753945833691,0,0,1.0,0.454313271209604,SLCO1A2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein localization to membrane (GO:1905477),1/101,0.6385533074411538,0.784753945833691,0,0,0.9899497487437184,0.4440420770500481,AKAP5,2,GO_Biological_Process_2021
GO_Biological_Process_2021,extracellular structure organization (GO:0043062),2/216,0.6385854884672146,0.784753945833691,0,0,0.9244784291513264,0.4146283193368318,VTN;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,external encapsulating structure organization (GO:0045229),2/217,0.6410868145146278,0.784753945833691,0,0,0.9201315480385248,0.409081648552525,VTN;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),1/102,0.642186106799596,0.784753945833691,0,0,0.9800985123637992,0.4340632175669919,RDX,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell death (GO:0010941),1/102,0.642186106799596,0.784753945833691,0,0,0.9800985123637992,0.4340632175669919,ACER3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,calcium-mediated signaling (GO:0019722),1/102,0.642186106799596,0.784753945833691,0,0,0.9800985123637992,0.4340632175669919,FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cell junction assembly (GO:0034329),1/102,0.642186106799596,0.784753945833691,0,0,0.9800985123637992,0.4340632175669919,LIM2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular metal ion homeostasis (GO:0006875),1/104,0.6493430720264805,0.7866173754744751,0,0,0.9609698980338586,0.4149411183845573,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,steroid metabolic process (GO:0008202),1/104,0.6493430720264805,0.7866173754744751,0,0,0.9609698980338586,0.4149411183845573,CYP3A7,2,GO_Biological_Process_2021
GO_Biological_Process_2021,translational elongation (GO:0006414),1/104,0.6493430720264805,0.7866173754744751,0,0,0.9609698980338586,0.4149411183845573,MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell motility (GO:2000147),2/221,0.6509566170228185,0.7866173754744751,0,0,0.90314099903141,0.3877295210150006,MYOC;RDX,2,GO_Biological_Process_2021
GO_Biological_Process_2021,mitochondrial translation (GO:0032543),1/105,0.6528679573920863,0.7866173754744751,0,0,0.9516814843448008,0.4057783123183748,MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cytokine production (GO:0001819),3/335,0.6540881747867144,0.7866173754744751,0,0,0.8929729068558498,0.3790787083175441,CLEC6A;IL27;CD58,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein processing (GO:0016485),1/106,0.6563575850020138,0.7866173754744751,0,0,0.9425699928212492,0.3968686613882323,CD5L,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell cycle process (GO:0010564),1/106,0.6563575850020138,0.7866173754744751,0,0,0.9425699928212492,0.3968686613882323,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein serine/threonine kinase activity (GO:0071902),1/106,0.6563575850020138,0.7866173754744751,0,0,0.9425699928212492,0.3968686613882323,CCNYL1,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),1/106,0.6563575850020138,0.7866173754744751,0,0,0.9425699928212492,0.3968686613882323,MYOC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),2/224,0.6582172994486138,0.7873291543404574,0,0,0.8907998907998907,0.3725504727262002,TFRC;CLEC6A,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),1/108,0.6632324670568477,0.7918053637415725,0,0,0.9248579345324754,0.3797741558133871,UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,lipid transport (GO:0006869),1/109,0.6666184129739804,0.7943230897889192,0,0,0.916247906197655,0.3715728772578474,SLCO1A2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,response to tumor necrosis factor (GO:0034612),1/110,0.6699704840956059,0.7967909007790954,0,0,0.9077958600341156,0.3635918695397154,CD58,2,GO_Biological_Process_2021
GO_Biological_Process_2021,inflammatory response (GO:0006954),2/230,0.6723772715757,0.7976871789467319,0,0,0.8670919723551302,0.3441797416335511,FPR2;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular divalent inorganic cation homeostasis (GO:0072503),1/111,0.6732890175997336,0.7976871789467319,0,0,0.8994974874371859,0.3558237511616551,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cellular component organization (GO:0051130),1/114,0.683046714602197,0.8041568368117038,0,0,0.8754836127540356,0.3337273716848506,TFRC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to transforming growth factor beta stimulus (GO:0071560),1/114,0.683046714602197,0.8041568368117038,0,0,0.8754836127540356,0.3337273716848506,USP15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,calcium ion transport (GO:0006816),1/115,0.6862344035181568,0.8041568368117038,0,0,0.8677598518910341,0.326742835332831,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular amide metabolic process (GO:0043603),1/115,0.6862344035181568,0.8041568368117038,0,0,0.8677598518910341,0.326742835332831,ACSM2B,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of protein-containing complex assembly (GO:0043254),1/116,0.6893901914288371,0.8041568368117038,0,0,0.8601704173039109,0.3199385396662478,TFRC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,ion transport (GO:0006811),1/116,0.6893901914288371,0.8041568368117038,0,0,0.8601704173039109,0.3199385396662478,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,sphingolipid metabolic process (GO:0006665),1/116,0.6893901914288371,0.8041568368117038,0,0,0.8601704173039109,0.3199385396662478,ACER3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cytosolic transport (GO:0016482),1/116,0.6893901914288371,0.8041568368117038,0,0,0.8601704173039109,0.3199385396662478,VPS29,2,GO_Biological_Process_2021
GO_Biological_Process_2021,ubiquitin-dependent protein catabolic process (GO:0006511),3/354,0.6903854515393084,0.8041568368117038,0,0,0.8438110113237017,0.3126363775917088,RNF13;RNF149;UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189),1/118,0.6956073317848006,0.8042151679742491,0,0,0.845380749903363,0.3068478138715934,RXFP2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of response to external stimulus (GO:0032102),1/118,0.6956073317848006,0.8042151679742491,0,0,0.845380749903363,0.3068478138715934,FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein-containing complex assembly (GO:0031334),1/118,0.6956073317848006,0.8042151679742491,0,0,0.845380749903363,0.3068478138715934,TFRC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of protein binding (GO:0043393),1/118,0.6956073317848006,0.8042151679742491,0,0,0.845380749903363,0.3068478138715934,VTN,2,GO_Biological_Process_2021
GO_Biological_Process_2021,membrane organization (GO:0061024),2/242,0.6992740996180559,0.8069545268319679,0,0,0.8232323232323232,0.294480478051793,TFRC;CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,potassium ion transport (GO:0006813),1/122,0.7076725687660174,0.8151339588378941,0,0,0.8172681589767017,0.2825898889623316,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,fatty acid metabolic process (GO:0006631),1/124,0.7135255255654438,0.8203565192268133,0,0,0.8038975364628018,0.2713452170770706,ACSM2B,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of phosphorylation (GO:0042325),1/125,0.7164081282131235,0.8212911841607596,0,0,0.7973739666072297,0.2659284143992235,CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein transport (GO:0015031),3/369,0.7169792813493449,0.8212911841607596,0,0,0.8086044769909295,0.2690294492980863,VPS29;TFRC;TBC1D15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,plasma membrane bounded cell projection organization (GO:0120036),1/128,0.7248839094130396,0.8288194699538798,0,0,0.7784196573418273,0.2504516688872366,MYOC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to insulin stimulus (GO:0032869),1/129,0.7276527766729426,0.8304587653037987,0,0,0.7722989949748744,0.2455380232172469,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of primary metabolic process (GO:0080090),1/130,0.7303939147263233,0.8320604669592914,0,0,0.7662732265981068,0.2407410413206643,ANGPTL8,2,GO_Biological_Process_2021
GO_Biological_Process_2021,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),1/133,0.7384537036728938,0.839704211489104,0,0,0.7487437185929648,0.2270167509014778,USP15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),1/136,0.7462737148219287,0.8455050102354092,0,0,0.7319932998324958,0.2142272351530403,RXFP2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,organic substance transport (GO:0071702),1/136,0.7462737148219287,0.8455050102354092,0,0,0.7319932998324958,0.2142272351530403,SLCO1A2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861),1/137,0.7488283343138599,0.8468567708058561,0,0,0.7265740467041087,0.210158284256341,RXFP2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,potassium ion transmembrane transport (GO:0071805),1/139,0.7538610468365632,0.8510010365378262,0,0,0.715971160148569,0.202295658016559,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cell migration (GO:0030336),1/144,0.7660081552523519,0.863146870592324,0,0,0.690761499806726,0.1841310865645969,CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cytosolic calcium ion concentration (GO:0007204),1/147,0.7730081424044016,0.8694594296121841,0,0,0.6764645143525848,0.1741664076420715,FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of transferase activity (GO:0051347),1/148,0.7752948529641656,0.8701917793766235,0,0,0.6718285304071377,0.1709883332727604,POT1,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of hydrolase activity (GO:0051345),1/149,0.777558641095328,0.8701917793766235,0,0,0.6672551948933858,0.1678788815691765,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell migration (GO:0030334),3/408,0.7778563172562745,0.8701917793766235,0,0,0.7292724196277496,0.1832030434777085,MYOC;RDX;CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),1/150,0.7797997353776313,0.8707997044971035,0,0,0.6627432464335098,0.164836268730291,CLEC6A,2,GO_Biological_Process_2021
GO_Biological_Process_2021,actin filament organization (GO:0007015),1/152,0.7842147458452606,0.8725967297240645,0,0,0.6538986322340178,0.1589447004917271,CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of protein phosphorylation (GO:0001933),1/152,0.7842147458452606,0.8725967297240645,0,0,0.6538986322340178,0.1589447004917271,CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of NF-kappaB transcription factor activity (GO:0051092),1/155,0.7906726445156229,0.8782114015869955,0,0,0.6410624551328069,0.1505671382701188,TFRC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to growth factor stimulus (GO:0071363),1/158,0.7969382105229577,0.8835928109541527,0,0,0.6287168325704958,0.1427049714417737,CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of protein kinase B signaling (GO:0051897),1/161,0.803017144047044,0.8877869327627136,0,0,0.6168341708542714,0.1353205963518587,MYOC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,extracellular matrix organization (GO:0030198),2/300,0.804592980118748,0.8877869327627136,0,0,0.6610399294963053,0.1437224713299629,VTN;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,peptide biosynthetic process (GO:0043043),1/162,0.8050029422478624,0.8877869327627136,0,0,0.6129716907518962,0.1329592889277211,MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,innate immune response (GO:0045087),2/302,0.8075623384422789,0.8890332292231814,0,0,0.6565656565656566,0.1403310786981967,CLEC4D;CLEC6A,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531),3/437,0.8158405227307426,0.8965597263931483,0,0,0.6795246672436782,0.1383079915359873,MYOC;CLEC6A;AKAP5,2,GO_Biological_Process_2021
GO_Biological_Process_2021,mitochondrion organization (GO:0007005),1/175,0.8290760267785648,0.9087051857725372,0,0,0.5667995148154565,0.1062428389619336,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,defense response to bacterium (GO:0042742),1/176,0.8308003376270978,0.9087051857725372,0,0,0.5635319454414932,0.1044595389554742,FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,glycerophospholipid biosynthetic process (GO:0046474),1/177,0.8325073391839022,0.9087051857725372,0,0,0.5603015075376885,0.1027106854687509,ABHD5,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of immune response (GO:0050777),1/178,0.8341972043024418,0.9087051857725372,0,0,0.5571075717570906,0.1009954960513889,RXFP2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of mitotic cell cycle (GO:0007346),1/178,0.8341972043024418,0.9087051857725372,0,0,0.5571075717570906,0.1009954960513889,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular protein localization (GO:0034613),2/329,0.8438964464609883,0.9176636183544312,0,0,0.6015197850060235,0.1020932376564434,VPS29;TBC1D15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,intracellular protein transport (GO:0006886),2/336,0.8522476024395564,0.9251274148645796,0,0,0.5887013851085707,0.0941205067097099,VPS29;TBC1D15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to tumor necrosis factor (GO:0071356),1/194,0.8590391139870378,0.9292562241738044,0,0,0.51050589736246,0.0775666865527218,CD58,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of programmed cell death (GO:0043067),1/194,0.8590391139870378,0.9292562241738044,0,0,0.51050589736246,0.0775666865527218,ACER3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),2/345,0.8623889482892236,0.9312328692559758,0,0,0.5729893689077362,0.0848304423250972,TFRC;CLEC6A,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of gene expression (GO:0010628),3/482,0.8638607163355274,0.9312328692559758,0,0,0.6142555874654261,0.0898924545300583,TFRC;CLEC6A;RDX,2,GO_Biological_Process_2021
GO_Biological_Process_2021,endomembrane system organization (GO:0010256),1/199,0.8660145054493834,0.9319394851029698,0,0,0.4974874371859296,0.0715653690513794,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,proteasomal protein catabolic process (GO:0010498),1/205,0.8739329998369425,0.9383181637406868,0,0,0.4827076559266923,0.065045612310389,UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of inflammatory response (GO:0050727),1/206,0.875206707312448,0.9383181637406868,0,0,0.4803284716264248,0.064025471811619,FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of protein kinase B signaling (GO:0051896),1/207,0.8764676095391304,0.9383181637406868,0,0,0.477972386202859,0.0630233021279371,MYOC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of multicellular organismal process (GO:0051241),1/214,0.8849459769149011,0.9441447643929132,0,0,0.4620992285370514,0.0564817782115859,CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,translation (GO:0006412),1/214,0.8849459769149011,0.9441447643929132,0,0,0.4620992285370514,0.0564817782115859,MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell growth (GO:0001558),1/217,0.8883998988689175,0.9462067416035388,0,0,0.4556113902847571,0.0539139996930819,TFRC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of programmed cell death (GO:0043069),2/381,0.8969061122738662,0.9536335074091364,0,0,0.5176034753871166,0.0563173756340477,TFRC;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of macromolecule metabolic process (GO:0010604),2/384,0.8993873416769104,0.9546398063533076,0,0,0.5134591993230737,0.0544479728668411,TFRC;RDX,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of autophagy (GO:0010506),1/231,0.9032024612713536,0.9570561003590834,0,0,0.427572645837885,0.04353054728426,VPS29,2,GO_Biological_Process_2021
GO_Biological_Process_2021,anterograde trans-synaptic signaling (GO:0098916),1/244,0.915191548398542,0.9681107875916548,0,0,0.404429555183324,0.0358413128074068,AKAP5,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),1/246,0.9168999781627214,0.96827128423975,0,0,0.4010870679930263,0.0347970657329219,TFRC,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular protein metabolic process (GO:0044267),2/417,0.9232506108992092,0.9733252203039122,0,0,0.4718267007423634,0.0376775152666955,UBE2D3;MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular component assembly (GO:0022607),1/261,0.92866746518439,0.9773792949994764,0,0,0.3776575183610359,0.0279483760059464,POT1,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein deubiquitination (GO:0016579),1/267,0.9328960361865728,0.9801711731554869,0,0,0.3690255790229342,0.0256330754014875,USP15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,inorganic cation transmembrane transport (GO:0098662),1/274,0.9375150731680164,0.9820245619209548,0,0,0.3594345353139323,0.0231915943964372,SLC24A4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein modification by small protein removal (GO:0070646),1/276,0.938775696982069,0.9820245619209548,0,0,0.3567839195979899,0.0225411451710038,USP15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,DNA metabolic process (GO:0006259),1/277,0.9393964860819424,0.9820245619209548,0,0,0.3554730172602141,0.02222333625369,POT1,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell cycle (GO:0051726),1/296,0.9500701265174428,0.9915161387480697,0,0,0.332254492802998,0.0170179022577091,THAP5,2,GO_Biological_Process_2021
GO_Biological_Process_2021,chemical synaptic transmission (GO:0007268),1/306,0.9549136361159888,0.9932534992282246,0,0,0.3211961446577148,0.0148181837000505,AKAP5,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),2/485,0.9566844269152492,0.9932534992282246,0,0,0.4039776648472301,0.0178888154786401,TFRC;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein polyubiquitination (GO:0000209),1/314,0.9584494379787424,0.9932534992282246,0,0,0.3128582208165428,0.0132772239317099,UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular macromolecule biosynthetic process (GO:0034645),1/314,0.9584494379787424,0.9932534992282246,0,0,0.3128582208165428,0.0132772239317099,MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,transcription by RNA polymerase II (GO:0006366),1/320,0.9609189451734752,0.9932534992282246,0,0,0.3068792237047305,0.0122338070978475,ELP4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),1/321,0.9613160876774778,0.9932534992282246,0,0,0.3059045226130653,0.0120685478922295,UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of transcription by RNA polymerase II (GO:0000122),3/684,0.9692163667987708,0.9981841689192944,0,0,0.4275363939265189,0.0133679528400364,THAP5;UBE2D3;ZNF705A,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein ubiquitination (GO:0016567),2/525,0.9692978103332056,0.9981841689192944,0,0,0.3723081677192575,0.0116098257697995,RNF13;UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,supramolecular fiber organization (GO:0097435),1/351,0.971532463962775,0.9986406017531329,0,0,0.2792534099066762,0.0080650044648875,CORO1C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,gene expression (GO:0010467),1/356,0.9729520975279716,0.9986406017531329,0,0,0.2752494868709746,0.0075474592148238,MRPS18C,2,GO_Biological_Process_2021
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),1/404,0.9834585245220536,0.999995732325538,0,0,0.2418669027519732,0.004034294792654,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein modification by small protein conjugation (GO:0032446),1/409,0.9842855528222344,0.999995732325538,0,0,0.2388412651492757,0.0037830612714729,UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,organelle organization (GO:0006996),1/420,0.9859629968410084,0.999995732325538,0,0,0.2324390448663364,0.003285863782467,CAV2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cytokine-mediated signaling pathway (GO:0019221),2/621,0.986815686369103,0.999995732325538,0,0,0.3130007669587637,0.0041541456326868,IL27;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),2/625,0.9872786571476224,0.999995732325538,0,0,0.310926277218412,0.0039807742001742,ACER3;FPR2,2,GO_Biological_Process_2021
GO_Biological_Process_2021,positive regulation of cell population proliferation (GO:0008284),1/474,0.9919420586538026,0.999995732325538,0,0,0.2053289704335631,0.0016612308760119,ACER3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular response to cytokine stimulus (GO:0071345),1/482,0.9925790515720656,0.999995732325538,0,0,0.201830357609252,0.0015033577701897,CD58,2,GO_Biological_Process_2021
GO_Biological_Process_2021,protein phosphorylation (GO:0006468),1/496,0.9935755116556476,0.999995732325538,0,0,0.1959798994974874,0.0012631324283928,USP15,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),2/742,0.9955988474398108,0.999995732325538,0,0,0.2601692601692602,0.0011475717811914,TFRC;CD44,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),2/764,0.9964062695570802,0.999995732325538,0,0,0.2523661815000397,0.000908569585911699,TFRC;ACER3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,"negative regulation of transcription, DNA-templated (GO:0045892)",3/948,0.9964646050890532,0.999995732325538,0,0,0.3038433647570703,0.0010761096446128,THAP5;UBE2D3;ZNF705A,2,GO_Biological_Process_2021
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),1/566,0.996880168492041,0.999995732325538,0,0,0.1710766220482945,0.0005345645456674033,THAP5,2,GO_Biological_Process_2021
GO_Biological_Process_2021,cellular protein modification process (GO:0006464),2/1025,0.9996925564058172,0.999995732325538,0,0,0.1854024112088628,5.700954773143568e-05,EPB42;UBE2D3,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),2/1079,0.999816392492179,0.999995732325538,0,0,0.1756000112546073,3.224444069108598e-05,TFRC;RDX,2,GO_Biological_Process_2021
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),4/2206,0.9999955720974758,0.999995732325538,0,0,0.1630984818995718,7.221857785808737e-07,THAP5;UBE2D3;ZNF705A;ELP4,2,GO_Biological_Process_2021
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",2/2244,0.999995732325538,0.999995732325538,0,0,0.0791050559114787,3.375953473060151e-07,ZNF705A;ELP4,2,GO_Biological_Process_2021
KEGG_2021_Human,C-type lectin receptor signaling pathway,4/104,0.0205564585653846,0.9937065420195442,0,0,4.020408163265306,15.617597552926842,CLEC4D;PPP3R2;CLEC6A;CLEC1B,2,KEGG_2021_Human
KEGG_2021_Human,Mitophagy,2/68,0.1481287080780672,0.9937065420195442,0,0,3.0202020202020203,5.767600469255814,USP15;TBC1D15,2,KEGG_2021_Human
